#;NAME;PSRJ;RAJ;DECJ;PMRA;PMDEC;PX;POSEPOCH;ELONG;ELAT;PMELONG;PMELAT;Gl;Gb;RAJD;DECJD;P0;P1;F0;F1;F2;F3;PEPOCH;DM;DM1;RM;W50;W10;UNITS;TAU_SC;S400;S1400;S2000;BINARY;T0;PB;A1;OM;ECC;TASC;EPS1;EPS2;Minimum;Median;BINCOMP;DIST;DIST_DM;DMsin(b);ZZ;XX;YY;ASSOC;SURVEY;OSURVEY;DISC.;PSR;NGLT;
64;J0059+69;J0059+69;00:59:30;+69:55;;;;;53.861;55.754;;;123.629;7.056;14.87500000;69.91666667;1.145900;;0.872676;;;;;63.53;;;12.000;60.000;TDB;;;;;;;;;;;;;;;;;2.048;2.048;7.80;0.252;1.692;9.626;;lotaas,gbncc;022000000000;2019;;;
65;J0100-7211;J0100-7211;01:00:43.0;-72:11:33.6;;;;53032.00;314.036;-64.874;;;301.930;-44.918;15.17929167;-72.19266667;8.020392;1.88e-11;0.124682;-2.923e-13;;;53032.00;;;;;;TDB;;;;;;;;;;;;;;;;;59.700;;;-42.153;-35.878;-13.859;EXGAL:SMC,XRS:CXOU_J010043.1-721134;misc;000000400000;2002;AXP,NRAD;;
66;J0100+8023;J0100+8023;01:00:16.0;+80:23:41.7;;;;56676.00;69.546;62.544;;;123.318;17.530;15.06704167;80.39493056;1.493601;3.54e-16;0.669523;-1.588e-16;;;56676.00;56.01;;;8.010;67.000;TCB;;;;;;;;;;;;;;;;;2.848;2.848;16.87;0.858;2.269;9.992;;lotaas;020000000000;2019;;;
67;J0101-6422;J0101-6422;01:01:11.1;-64:22:30.1;10.000;-12.000;;55520.00;328.666;-60.765;;;301.192;-52.720;15.29631792;-64.37504750;0.002573;5.16e-21;388.628426;-7.793e-16;;;55520.00;11.92;;20.00;;;TDB;;;0.16;;BT;55162.4012;1.7876;1.7010;;0.000e+00;;;;0.1553;0.1814;He[kcj+12];1.001;1.001;-9.49;-0.796;-0.519;8.186;GRS:4FGL_J0101.1-6422[aab+22],XRS:[pb15];FermiAssoc;000020000000;2012;HE[aab+22];;
68;J0102+4839;J0102+4839;01:02:50.6;+48:39:42.7;-3.440;-2.240;;55527.00;36.047;38.150;;;124.874;-14.167;15.71112171;48.66187881;0.002964;1.14e-20;337.369120;-1.299e-15;;;55527.00;53.50;;;;;TCB;;0.50;;;ELL1;;1.6721;1.8559;;;55514.5773;2.200e-06;;0.1790;0.2095;He[hrm+11];2.310;2.310;-13.09;-0.565;1.838;9.781;GRS:4FGL_J0102.8+4839[aab+22];FermiAssoc;000020000000;2011;HE[aab+22];;
69;B0059+65;J0102+6537;01:02:32.9;+65:37:13.4;9.240;1.770;0.400;56000.00;49.438;52.318;;;124.080;2.773;15.63746417;65.62039333;1.679164;5.95e-15;0.595534;-2.112e-15;-2.870e-26;;49675.00;65.85;;-94.00;89.700;110.400;TDB;;8.50;1.20;;;;;;;;;;;;;;2.470;1.978;3.19;0.120;2.043;9.882;;gb1,gb3,gbncc,lotaas;022000000220;1982;;;
70;J0103+54;J0103+54;01:03:37;+54:02;;;;56657.00;39.740;42.731;;;124.741;-8.796;15.90416667;54.03333333;0.354304;;2.822435;;;;56657.00;55.60;;;6.400;13.000;TDB;;;;;;;;;;;;;;;;;2.010;2.010;-8.50;-0.307;1.632;9.632;;gbncc;002000000000;2015;RRAT[kkl+15];;
71;J0104+64;J0104+64;01:04;+64;;;;;48.023;50.947;;;124.308;1.162;16.00000000;64.00000000;1.386000;;0.721501;;;;;44.60;;;45.000;82.000;TDB;;;;;;;;;;;;;;;;;1.711;1.711;0.90;0.035;1.413;9.464;;gbncc;002000000000;2020;;;
72;J0106+4855;J0106+4855;01:06:25.0;+48:55:51.8;;;;55225.00;36.867;38.100;;;125.465;-13.867;16.60441667;48.93105556;0.083157;4.28e-16;12.025402;-6.188e-14;;;55225.00;70.87;;;;;TDB;;;0.01;;;;;;;;;;;;;;3.063;3.063;-16.99;-0.734;2.422;10.225;GRS:4FGL_J0106.4+4855[aab+22];FermiBlind;000004000000;2012;HE[aab+22];;
73;J0107+1322;J0107+1322;01:07:39.9;+13:22:31.7;;;;57972.00;20.702;5.718;;;128.991;-49.305;16.91645833;13.37547222;1.197383;6.87e-16;0.835154;-4.792e-16;;;57972.00;21.67;;;28.000;35.700;TCB;;;;;;;;;;;;;;;;;2.349;2.349;-16.43;-1.781;1.190;9.464;;lotaas;020000000000;2019;;;
74;J0108-1431;J0108-1431;01:08:08.3;-14:31:50.1;75.100;-152.500;4.200;54100.00;9.831;-20.060;;;140.930;-76.815;17.03477923;-14.53060753;0.807565;7.70e-17;1.238291;-1.181e-16;-8.900e-27;;50889.00;2.38;;-0.30;30.000;61.000;TDB;;9.00;1.40;;;;;;;;;;;;;;0.210;0.232;-2.32;-0.204;0.030;8.537;;pks70;000000004000;1994;;;
75;B0105+65;J0108+6608;01:08:22.5;+66:08:34.4;-32.750;35.150;0.470;56000.00;50.732;52.354;;;124.646;3.328;17.09377042;66.14291639;1.283660;1.31e-14;0.779023;-7.920e-15;3.100e-25;;50011.00;30.55;;-27.10;22.500;54.900;TDB;0.00;10.00;0.90;;;;;;;;;;;;;;2.140;1.461;1.77;0.124;1.758;9.715;;jb1,gb1,gb2,lotaas;020000000062;1972;;;
76;B0105+68;J0108+6905;01:08:29.5;+69:05:52.6;;;;49875.00;53.924;54.619;;;124.461;6.277;17.12293293;69.09795221;1.071118;4.81e-17;0.933604;-4.192e-17;-7.800e-28;;49875.00;61.06;;-33.04;12.000;65.000;TDB;;3.70;0.40;;;;;;;;;;;;;;1.981;1.981;6.68;0.217;1.624;9.614;;gb2,gbncc,lotaas;022000000040;1985;;;
77;J0109+11;J0109+11;01:09;+11:32;;;;;20.298;3.891;;;129.793;-51.104;17.25000000;11.53333333;0.432700;;2.311070;;;;;17.00;;;;;TDB;;;;;;;;;;;;;;;;;1.566;1.566;-13.23;-1.219;0.756;9.129;;pumps;400000000000;2022;;;
78;J0110-22;J0110-22;01:10;-22;;;;;6.886;-27.039;;;163.377;-83.360;17.50000000;-22.00000000;1.262000;;0.792393;;;;;20.80;;;43.000;64.000;TDB;;;;;;;;;;;;;;;;;25.000;25.000;-20.66;-24.832;0.827;11.270;;gbncc;002000000000;2020;;;
79;J0111+6624;J0111+6624;01:11:21.8;+66:24:10.8;;;;56500.00;51.383;52.371;;;124.928;3.609;17.84115050;66.40299564;4.301872;8.36e-15;0.232457;-4.520e-16;;;56500.00;111.20;;;33.000;87.000;TDB;;;;;;;;;;;;;;;;;2.412;2.412;7.00;0.152;1.974;9.878;;gbncc,misc;002000400000;2014;;;
80;J0111-7131;J0111-7131;01:11:28.7;-71:31:46.8;;;;52369.00;316.305;-65.353;;;300.669;-45.510;17.86987500;-71.52966667;0.688542;7.09e-15;1.452345;-1.496e-14;;;52369.00;79.40;;;15.000;;TDB;;;0.04;;;;;;;;;;;;;;59.700;59.325;-56.64;-42.589;-35.985;-12.840;EXGAL:SMC;misc;000000400000;2006;;;
81;J0113-7220;J0113-7220;01:13:11.0;-72:20:32.2;;;;51212.00;314.637;-65.802;;;300.615;-44.688;18.29620833;-72.34227778;0.325883;4.86e-15;3.068586;-4.575e-14;;;51212.00;125.49;;128.00;4.500;12.000;TDB;;;0.19;;;;;;;;;;;;;;59.700;60.999;-88.25;-41.984;-36.527;-13.115;EXGAL:SMC;misc;000000400000;2001;;;
82;J0115+6325;J0115+6325;01:15:45.8;+63:25:50.8;;;;57876.00;49.134;49.715;;;125.648;0.687;18.94112500;63.43077778;0.521455;1.60e-15;1.917709;-5.880e-15;;;57876.00;65.07;;;22.000;;TDB;;;;;;;;;;;;;;;;;1.931;1.931;0.78;0.023;1.569;9.625;;lotaas;020000000000;2019;;;
83;B0114+58;J0117+5914;01:17:38.6;+59:14:38.3;-3.316;18.083;;49751.00;45.903;46.124;7.000;17.000;126.283;-3.457;19.41108846;59.24399732;0.101439;5.85e-15;9.858135;-5.685e-13;-3.380e-24;;49751.00;49.42;;-8.10;4.100;8.300;TDB;0.00;7.60;0.30;;;;;;;;;;;;;;1.768;1.768;-2.98;-0.107;1.423;9.544;XRS:[pb15],GRS:[saa+23];gb3,gbncc,lotaas,FermiAssoc;022020000200;1985;HE[saa+23];;
84;J0121+53;J0121+53;01:21;+53:29;;;;;42.337;40.953;;;127.378;-9.133;20.25000000;53.48333333;2.724785;;0.367001;;;;;91.38;;;20.000;;TDB;;;;;;;;;;;;;;;;;2.644;2.644;-14.50;-0.420;2.074;10.085;;chime;200000000000;2021;RRAT[gac+21];;
85;J0122+1416;J0122+1416;01:22:01.3;+14:16:17;;;;57876.00;24.283;5.229;;;134.030;-47.940;20.50545833;14.27138889;1.388994;3.80e-15;0.719946;-1.971e-15;;;57876.00;17.69;;;32.000;44.000;TDB;;;;;;;;;;;;;;;;;1.584;1.584;-13.14;-1.176;0.763;9.238;;misc,lotaas,gbncc;022000400000;2017;;;
86;J0125-2327;J0125-2327;01:25:01.0;-23:27:08.1;37.140;10.500;1.400;59043.00;9.743;-29.830;;;188.932;-81.569;21.25447637;-23.45225969;0.003675;1.84e-20;272.081088;-1.363e-15;;;59043.00;9.60;;4.78;0.670;1.100;TDB;;;2.49;;ELL1;;7.2772;4.7298;9.64;5.376e-07;59039.3630;9.000e-08;5.300e-07;0.1705;0.1994;;0.714;0.876;-9.49;-0.707;-0.016;8.603;;htru_pks,gbncc;002010000000;2019;;;
87;J0125+62;J0125+62;01:26;+62:35;;;;56292.00;49.854;48.357;;;126.899;-0.022;21.50000000;62.58333333;1.708233;;0.585400;;;;56292.00;118.00;;;17.000;61.000;TDB;;3.40;;;;;;;;;;;;;;;2.403;2.403;-0.05;-0.001;1.922;9.943;;gbncc;002000000000;2014;;;
88;J0131-7310;J0131-7310;01:31:28.5;-73:10:09.3;;;;52335.00;313.872;-67.360;;;298.944;-43.648;22.86879167;-73.16926111;0.348124;1.76e-15;2.872539;-1.453e-14;;;52335.00;205.22;;-57.00;4.400;;TDB;;;0.06;;;;;;;;;;;;;;59.700;100.000;-141.65;-41.206;-37.803;-12.406;EXGAL:SMC;misc;000000400000;2006;;;
89;J0133-6957;J0133-6957;01:33:32.4;-69:57:29.6;;;;49980.20;321.647;-66.352;;;297.691;-46.739;23.38525000;-69.95824444;0.463474;1.20e-16;2.157620;-5.586e-16;;;49980.20;22.95;;7.00;4.500;18.000;TDB;;5.00;0.18;;;;;;;;;;;;;;2.441;2.441;-16.71;-1.778;-1.481;7.723;;pks70;000000004000;1998;;;
90;J0134-2937;J0134-2937;01:34:18.6;-29:37:17.0;17.000;-9.000;;54428.00;8.735;-36.285;;;230.251;-80.250;23.57784333;-29.62140056;0.136962;7.84e-17;7.301316;-4.178e-15;;;54428.00;21.81;;13.00;2.500;7.100;TDB;;9.00;3.90;;;;;;;;;;;;;;25.000;25.000;-21.49;-24.639;-3.255;11.207;;pks70;000000004000;1996;;;
91;J0137+1654;J0137+1654;01:37:23.8;+16:54:42.1;;;;52225.00;28.721;6.314;;;138.449;-44.571;24.34950000;16.91169444;0.414763;1.22e-17;2.411015;-7.109e-17;;;52225.00;26.08;;-16.80;14.000;62.000;TDB;;1.40;;;;;;;;;;;;;;;3.061;3.061;-18.31;-2.148;1.446;10.132;;ar4,lotaas;020000020000;2005;;;
92;J0137+6349;J0137+6349;01:37:13.3;+63:49:34.3;;;;56500.00;52.483;48.693;;;127.955;1.402;24.30569116;63.82620927;0.717963;9.60e-16;1.392830;-1.862e-15;;;56500.00;285.50;;;25.000;58.000;TDB;;;;;;;;;;;;;;;;;9.097;9.097;6.98;0.223;7.171;14.093;;gbncc;002000000000;2014;;;
93;J0139+3336;J0139+3336;01:39:57.2;+33:36:59.7;;;;57901.00;35.730;21.593;;;134.381;-28.174;24.98845833;33.61658333;1.247961;2.06e-15;0.801307;-1.325e-15;;;57901.00;21.23;;;15.000;;TDB;;;;;;;;;;;;;;;;;1.472;1.472;-10.02;-0.695;0.927;9.408;;misc,lotaas;020000400000;2018;RRAT[ttm18];;
94;J0139+5621;J0139+5621;01:39:38.5;+56:21:36.8;;;;56000.00;47.340;42.146;;;129.609;-5.885;24.91066667;56.36022222;1.775344;7.91e-14;0.563271;-2.510e-14;;;56000.00;101.84;;;36.000;63.000;TDB;;0.70;0.02;;;;;;;;;;;;;;2.410;2.410;-10.44;-0.247;1.847;10.028;;misc,lotaas,gbncc;022000400000;2014;;;
95;B0136+57;J0139+5814;01:39:19.7;+58:14:31.8;-19.110;-16.600;0.370;52275.00;48.559;43.804;;;129.216;-4.044;24.83225042;58.24217194;0.272451;1.07e-14;3.670390;-1.443e-13;;;49289.00;73.81;;-94.13;5.200;9.600;TDB;0.00;28.00;4.60;;;;;;;;;;;;;;2.600;2.006;-5.21;-0.183;2.009;10.140;GRS:[saa+23];gb1,gb2,gb3,gb4,gbncc,lotaas,misc,F;022020410260;1978;HE[saa+23];;
96;B0138+59;J0141+6009;01:41:39.9;+60:09:32.3;;;;49293.00;50.281;45.307;7.000;;129.147;-2.105;25.41640900;60.15897317;1.222949;3.91e-16;0.817696;-2.615e-16;2.700e-28;;49293.00;34.93;;-47.00;34.900;104.200;TDB;0.00;49.00;4.50;;;;;;;;;;;;;;2.300;1.498;-1.28;-0.084;1.783;9.951;;misc,gb3,gb4,gbncc,lotaas;022000410200;1972;;;
97;J0141+63;J0141+63;01:41;+63:08;;;;56292.00;52.450;47.882;;;128.497;0.798;25.25000000;63.13333333;0.046686;;21.419753;;;;56292.00;272.80;;;2.200;4.900;TDB;;1.30;;;;;;;;;;;;;;;8.774;8.774;3.80;0.122;6.866;13.961;;gbncc;002000000000;2014;;;
98;J0146+31;J0146+31;01:46:15;+31:04;;;;57022.00;36.002;18.729;;;136.532;-30.353;26.56250000;31.06666667;0.938100;;1.065984;;;;57022.00;25.00;;;20.000;;TDB;;;;;;;;;;;;;;;;;1.826;1.826;-12.63;-0.923;1.084;9.644;;misc;000000400000;2016;;;
99;J0146+6145;J0146+6145;01:46:22.4;+61:45:02.8;-4.100;1.900;;49031.00;52.158;46.380;;;129.384;-0.431;26.59341667;61.75077778;8.688994;1.99e-12;0.115088;-2.640e-14;;;55762.00;;;;;;TDB;;;;;;;;;;;;;;;;;3.600;;;-0.027;2.782;10.784;XRS:4U_0142+61;misc;000000400000;1994;AXP,NRAD;3;
100;B0144+59;J0147+5922;01:47:44.6;+59:22:03.2;-6.390;3.800;0.470;56000.00;50.652;44.238;;;130.059;-2.723;26.93601417;59.36757889;0.196321;2.57e-16;5.093689;-6.662e-15;3.390e-26;;54011.00;40.11;;-9.50;7.000;10.100;TDB;0.00;6.60;2.10;;;;;;;;;;;;;;1.870;1.578;-1.91;-0.089;1.430;9.702;;gb3,lotaas;020000000200;1985;;1;
101;B0148-06;J0151-0635;01:51:22.7;-06:35:02.9;10.700;-5.380;0.230;56000.00;23.399;-16.844;;;160.368;-65.004;27.84465792;-6.58416306;1.464665;4.43e-16;0.682750;-2.063e-16;;;49347.00;25.66;;2.00;122.000;149.000;TDB;;38.00;1.60;;;;;;;;;;;;;;25.000;25.000;-23.26;-22.658;3.549;18.450;;mol2,pks70;000000004010;1978;;;
102;J0152+0948;J0152+0948;01:52:23.7;+09:48:10;;;;52858.00;29.587;-1.628;;;146.812;-50.221;28.09887500;9.80277778;2.746647;1.70e-15;0.364080;-2.253e-16;;;52858.00;22.88;;1.40;11.000;103.000;TDB;;0.91;;;;;;;;;;;;;;;2.477;2.477;-17.58;-1.904;0.868;9.826;;ar4;000000020000;2005;;;
103;B0149-16;J0152-1637;01:52:10.8;-16:37:53.6;0.800;-31.300;0.460;56000.00;19.501;-26.219;;;179.306;-72.457;28.04522458;-16.63156694;0.832742;1.30e-15;1.200853;-1.874e-15;-4.980e-27;;48227.00;11.93;;6.60;16.000;24.000;TDB;;20.00;2.10;;;;;;;;;;;;;;0.920;0.920;-11.37;-0.877;0.003;8.777;;mol2,pks70;000000004010;1978;;;
104;J0154+1833;J0154+1833;01:54:36.8;+18:33:50.7;10.300;-8.900;;56900.00;33.168;6.389;;;143.185;-41.810;28.65367804;18.56409944;0.002365;2.92e-21;422.909914;-5.220e-16;;;56900.00;19.80;0.001;-22.84;;;TDB;;;0.11;;;;;;;;;;;;;;1.622;1.622;-13.20;-1.081;0.724;9.468;GRS:[saa+23];ar327,FermiAssoc;001020000000;2019;HE[saa+23];;
105;J0156+04;J0156+04;01:56:01;+04:02;;;;;28.401;-7.346;;;151.975;-55.155;29.00416667;4.03333333;;;;;;;;27.50;;;3.800;;TDB;;;;;;;;;;;;;;;;;25.000;25.000;-22.57;-20.517;6.711;21.109;;ar327;001000000000;2016;RRAT[dsm+16];;
106;B0153+39;J0156+3949;01:56:55.2;+39:49:29;;;;49701.00;41.781;26.003;;;136.369;-21.332;29.23019206;39.82459228;1.811561;1.52e-16;0.552010;-4.620e-17;1.300e-27;;49701.00;59.83;;-68.58;99.000;160.000;TDB;;4.00;;;;;;;;;;;;;;;4.916;4.916;-21.77;-1.788;3.160;11.814;;gb2,lotaas,gbncc;022000000040;1985;;;
107;B0154+61;J0157+6212;01:57:49.9;+62:12:26.6;1.570;44.800;0.560;56000.00;54.169;46.090;;;130.586;0.326;29.45809750;62.20740222;2.351745;1.89e-13;0.425216;-3.416e-14;;;49709.00;30.21;;-29.00;33.400;118.900;TDB;0.00;6.50;1.90;;;;;;;;;;;;;;1.820;1.385;0.17;0.010;1.382;9.684;;jb1,gb3,gbncc,lotaas;022000000202;1972;;3;
108;J0158+21;J0158+21;01:58:29;+21:08;;;;55387.00;34.935;8.477;;;143.208;-39.084;29.62083333;21.13333333;0.505300;;1.979022;;;;55387.00;20.00;;-29.77;;;TDB;;;;;;;;;;;;;;;;;1.569;1.569;-12.61;-0.989;0.729;9.475;;ar327,lotaas;021000000000;2013;;;
109;J0201+7005;J0201+7005;02:01:41.3;+70:05:18.1;;;;56777.00;61.110;52.564;;;128.889;8.033;30.42226667;70.08836389;1.349184;5.51e-15;0.741188;-3.029e-15;;;56777.00;21.03;;-39.00;11.000;49.000;TDB;;;;;;;;;;;;;;;;;1.172;1.172;2.94;0.164;0.903;9.229;;gbncc,lotaas;022000000000;2015;RRAT[kkl+15];;
110;J0203-0150;J0203-0150;02:03:33.9;-01:50:01.5;;;;59505.77;28.105;-13.502;;;160.317;-59.365;30.89130062;-1.83377428;0.005173;1.43e-20;193.299398;-5.336e-16;;;59505.77;19.22;;2.60;;;TDB;;;0.27;;ELL1;59395.8715;49.9640;12.5803;270.88;1.938e-04;;-1.937e-04;2.960e-06;0.1229;0.1433;He[mzl+23];1.837;1.837;-16.54;-1.581;0.315;9.381;;fast_crafts;040000000000;2023;;;
111;J0205+6449;J0205+6449;02:05:37.9;+64:49:41.3;-1.400;0.540;;55487.00;57.204;47.918;;;130.719;3.084;31.40801029;64.82814842;0.065716;1.94e-13;15.217011;-4.487e-11;5.852e-21;;54114.46;140.70;;;2.300;;TDB;;;0.04;;;;;;;;;;;;;;3.200;2.784;7.57;0.172;2.422;10.585;GRS:4FGL_J0205.7+6449[aab+22],SNR:PWN:3C;misc,FermiBlind;000004400000;2002;HE[aab+22];9;
112;B0203-40;J0206-4028;02:06:01.2;-40:28:03.6;9.000;26.000;;57600.00;9.332;-48.904;;;258.595;-69.633;31.50538750;-40.46767222;0.630551;1.20e-15;1.585914;-3.010e-15;;;57600.00;12.90;;-4.00;6.200;19.000;TCB;;11.00;0.80;;;;;;;;;;;;;;1.260;1.260;-12.09;-1.181;-0.430;8.587;;mol2,pks70;000000004010;1978;;;
113;J0209+5759;J0209+5759;02:09:37.3;+57:59:45.3;;;;58790.00;53.190;41.687;;;133.162;-3.314;32.40543333;57.99591944;1.063906;1.39e-14;0.939932;-1.230e-14;;;58790.00;55.28;;;20.000;;TDB;;;;;;;;;;;;;;;;;1.743;1.743;-3.20;-0.101;1.269;9.690;;chime;200000000000;2021;;;
114;J0210+5845;J0210+5845;02:10:55.4;+58:45:04;;;;58011.00;53.853;42.284;;;133.098;-2.543;32.73083333;58.75111111;1.766208;1.34e-13;0.566185;-4.296e-14;;;58011.00;76.77;;;40.900;76.000;TCB;;;;;;;;;;;;;;;;;1.952;1.952;-3.41;-0.087;1.424;9.832;;lotaas;020000000000;2019;;;
115;J0211-8159;J0211-8159;02:11:59.0;-81:59:36.2;;;;49525.14;289.810;-69.836;;;299.592;-34.606;32.99583333;-81.99338889;1.077333;2.90e-16;0.928218;-2.499e-16;;;49525.14;24.36;;54.00;42.000;129.000;TDB;;6.00;0.30;;;;;;;;;;;;;;1.523;1.523;-13.83;-0.865;-1.090;7.881;;pks70;000000004000;1998;;;
116;J0212+5222;J0212+5222;02:12:52.1;+52:22:49.5;;;;56500.00;50.608;36.420;;;135.331;-8.520;33.21724475;52.38041719;0.376386;6.60e-15;2.656844;-4.658e-14;;;56500.00;38.21;;-13.68;13.000;20.000;TDB;;4.10;0.90;;;;;;;;;;;;;;1.558;1.558;-5.66;-0.231;1.083;9.596;;htru_eff,gbncc,lotaas;022400000000;2013;;;
117;J0214+5222;J0214+5222;02:14:55.2;+52:22:40.9;;;;55974.00;50.961;36.289;;;135.632;-8.423;33.73029708;52.37804167;0.024575;2.99e-19;40.691272;-4.951e-16;;;55974.00;22.04;;-16.44;1.100;3.100;TDB;;0.90;;;BT;56126.6100;512.0397;174.5658;210.59;5.328e-03;;;;0.4066;0.4830;He[slr+14];1.161;1.161;-3.23;-0.170;0.803;9.321;;gbncc,lotaas;022000000000;2014;;;
118;J0215+6218;J0215+6218;02:15:56.6;+62:18:33.3;;;;51341.00;56.877;45.160;;;132.575;1.030;33.98594524;62.30927029;0.548880;6.62e-16;1.821892;-2.198e-15;3.200e-26;;51341.00;84.00;;380.90;41.000;105.000;TDB;;14.50;3.70;;;;;;;;;;;;;;2.004;2.004;1.51;0.036;1.475;9.856;;misc,gbncc;002000400000;1998;;1;
119;J0218+4232;J0218+4232;02:18:06.3;+42:32:17.3;5.350;-3.740;0.160;55849.10;47.049;27.012;;;139.508;-17.527;34.52649404;42.53815976;0.002323;7.74e-20;430.461055;-1.434e-14;2.800e-26;;55000.00;61.25;;-61.40;1.030;1.460;TCB;;47.00;0.90;;ELL1;;2.0288;1.9844;48.58;6.801e-06;49150.6089;5.100e-06;4.500e-06;0.1674;0.1957;He[ker96];3.150;2.928;-18.45;-0.949;1.950;10.784;GRS:4FGL_J0218.1+4232[aab+22];misc,gbncc,FermiBlind;002004400000;1995;HE[khvb98,aaa+09f];;
120;J0220+3626;J0220+3626;02:20:42.1;+36:26:55.7;;;;57022.00;45.173;21.146;;;142.317;-23.040;35.17550000;36.44880556;1.029700;;0.971157;;;;57022.00;40.00;;-41.05;220.000;;TDB;;;;;;;;;;;;;;;;;2.240;2.240;-15.66;-0.877;1.260;10.131;;misc,lotaas,tulipp;102000040000;2016;;;
121;J0227+3356;J0227+3356;02:26:57.0;+33:56:27.7;;;;59304.00;45.536;18.353;;;144.657;-24.870;36.73775000;33.94104444;1.240102;2.85e-15;0.806385;-1.854e-15;;;59304.00;27.00;;;;;TDB;;;;;;;;;;;;;;;;;1.595;1.595;-11.35;-0.671;0.837;9.680;;chime;200000000000;2023;;;
122;J0229+20;J0229+20;02:29:03;+20:58;;;;55388.00;41.653;5.935;;;151.579;-36.417;37.26250000;20.96666667;0.806900;;1.239311;;;;55388.00;27.00;;;;;TDB;;;;;;;;;;;;;;;;;2.089;2.089;-16.03;-1.240;0.800;9.978;;ar327;001000000000;2013;;;
123;B0226+70;J0231+7026;02:31:13.9;+70:26:33.8;;;;49692.00;64.842;51.529;;;131.155;9.181;37.80832172;70.44274548;1.466820;3.11e-15;0.681747;-1.445e-15;1.900e-28;;49692.00;46.68;;-43.81;34.000;45.900;TDB;0.00;2.40;0.30;;;;;;;;;;;;;;1.755;1.755;7.45;0.280;1.304;9.640;;gb2,gbncc,lotaas;022000000040;1985;;;
124;J0241+16;J0241+16;02:41:46;+16:04;;;;55668.00;43.000;0.342;;;157.964;-39.185;40.44166667;16.06666667;1.545400;;0.647082;;;;55668.00;16.00;;;;;TDB;;;;;;;;;;;;;;;;;0.936;0.936;-10.11;-0.591;0.272;9.172;;ar327;001000000000;2013;;;
125;J0242+62;J0242+62;02:42:35;+62:56:50;;;;54100.00;61.136;44.367;;;135.187;2.751;40.64583333;62.94722222;0.592000;;1.689189;;;;54100.00;3.92;;;18.000;39.000;TDB;;;;;;;;;;;;;;;;;0.217;0.217;0.19;0.010;0.153;8.654;;gbt350,lotaas,gbncc;022040000000;2008;;;
126;J0243+6027;J0243+6027;02:43;+60:27;;;;54100.00;59.779;42.074;;;136.271;0.500;40.75000000;60.45000000;1.473000;;0.678887;;;;54100.00;141.00;;;36.000;82.000;TDB;;;;;;;;;;;;;;;;;2.717;2.717;1.23;0.024;1.878;10.463;;gbt350,gbncc;002040000000;2008;;;
127;J0244+14;J0244+14;02:44:51;+14:27;;;;56160.00;43.223;-1.424;;;159.914;-40.140;41.21250000;14.45000000;2.128100;;0.469903;;;;56160.00;31.00;;;;;TDB;;;;;;;;;;;;;;;;;2.796;2.796;-19.98;-1.802;0.734;10.507;;ar327;001000000000;2013;;;
128;J0248+4230;J0248+4230;02:48:31.0;+42:30:20.4;;;;56588.00;52.883;25.037;;;144.877;-15.322;42.12917917;42.50569167;0.002601;1.69e-20;384.491935;-2.494e-15;;;56588.00;48.26;;;;;TDB;;;;;;;;;;;;;;;;;1.853;1.853;-12.75;-0.490;1.028;9.962;GRS:4FGL_J0248.6+4230[brj+21];FermiAssoc;000020000000;2021;HE[brj+21];;
129;J0248+6021;J0248+6021;02:48:18.6;+60:21:34.7;48.000;48.000;;54000.00;60.537;41.728;;;136.903;0.697;42.07757083;60.35964444;0.217094;5.51e-14;4.606300;-1.169e-12;;;54000.00;370.00;;-158.00;26.000;14.000;TDB;;;13.70;;;;;;;;;;;;;;2.000;25.000;4.50;0.024;1.366;9.960;GRS:4FGL_J0248.4+6021[aab+22];misc,FermiBlind;000004400000;2011;HE[tpc+11];;
130;J0250+5854;J0250+5854;02:50:17.7;+58:54:01.3;;;;57973.00;60.090;40.286;;;137.767;-0.505;42.57408333;58.90036111;23.535378;2.72e-14;0.042489;-4.903e-17;;;57973.00;45.28;;;155.300;;TCB;;;0.00;;;;;;;;;;;;;;1.558;1.558;-0.40;-0.014;1.047;9.654;;lotaas;020000000000;2018;;;
131;J0251+2606;J0251+2606;02:51:02.5;+26:06:09.9;17.000;;;56644.00;48.084;9.274;;;153.881;-29.486;42.76064042;26.10276944;0.002542;7.57e-21;393.460010;-1.172e-15;;;56644.00;20.22;;;;;TDB;;;;;ELL1;;0.2024;0.0657;195.21;1.181e-04;56647.0088;-3.100e-05;-1.140e-04;0.0241;0.0279;UL[drc+21];1.170;1.170;-9.95;-0.576;0.448;9.414;GRS:4FGL_J0251.0+2605[drc+21];FermiAssoc;000020000000;2016;HE[cck+16];;
132;B0254-53;J0255-5304;02:55:56.2;-53:04:21.2;25.000;7.000;;57600.00;8.528;-64.079;;;269.862;-55.310;43.98455208;-53.07257639;0.447708;3.13e-17;2.233596;-1.561e-16;;;57600.00;15.90;;32.00;7.400;10.000;TCB;;17.00;5.00;;;;;;;;;;;;;;1.514;1.514;-13.07;-1.245;-0.862;8.502;;mol1,mol2,pks70,ghrss;004000004011;1969;;;
133;J0301+35;J0301+35;03:01;+35;;;;;52.877;17.148;;;150.915;-20.736;45.25000000;35.00000000;0.568320;;1.759572;;;;;57.43;;;5.900;12.000;TDB;;;;;;;;;;;;;;;;;3.100;3.100;-20.33;-1.098;1.409;11.034;;ar4,gbncc;002000020000;2019;;;
